Global_PowerPlant_Database
country_id,country_name,powerplant_name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel_id,primary_fuel,source,url,geolocation_source,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017
1,Australia,Channel Island,AUS0000261,3100,-125550,1308666,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,10407402777777800,10680919444444400,9780472222222220,10684391666666700,10394716666666700
1,Australia,Claytons,AUS0000083,110,-379502,1451187,3,Waste,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,8448555555555550,7850861111111110,8064305555555550,7536555555555560,7816666666666670
1,Australia,Clements Gap Wind Farm,AUS0000025,570,-335086,1381192,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,16901361111111100,1822225,17102305555555600,1754675,1607275
1,Australia,Clover,AUS0000103,300,-367853,1472205,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,4793388888888890,5742388888888890,4204666666666670,4570444444444440,7097527777777780
1,Australia,Cluny,AUS0000125,170,-425064,1466812,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,7683222222222220,9414,8142805555555560,7503861111111110,6245111111111110
1,Australia,Cockburn,AUS0000183,2400,-322001,1157737,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,49662416666666700,11224647222222200,65815,6381805555555550,36393055555555600
1,Australia,Collgar Wind Farm,AUS0000307,2060,-315432,1184566,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,6055608333333330,6966516666666670,7128902777777780,6707066666666670,6963058333333330
1,Australia,Collie A,AUS0000208,3400,-333422,1162612,5,Coal,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2362073611111110,19559258333333300,22393880555555600,22724725,22307633333333300
1,Australia,Colongra,AUS0000271,7240,-332099,1515448,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,19173055555555600,13840555555555600,7179638888888890,28942222222222200,14008333333333300
1,Australia,Condamine A,AUS0000154,1440,-266682,1502700,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,5731630555555550,6179230555555560,7651002777777780,7235783333333330,9607911111111110
1,Australia,Copeton,AUS0000301,240,-299102,1509235,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,4045944444444440,4693083333333330,38829166666666700,12689444444444400,28087222222222200
1,Australia,Cullerin Range Wind Farm,AUS0000003,300,-348050,1494001,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,9956388888888890,10662611111111100,9046694444444440,10217805555555600,4645277777777780
1,Australia,Daandine,AUS0000155,330,-270863,1509430,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,21201,23954,0,25928583333333300,24925472222222200
1,Australia,Darling Downs,AUS0000156,6440,-271169,1508942,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,28814080555555600,33228125,4337818611111110,3674545,33429466666666700
1,Australia,Dartmouth (Mount Beauty Hydro Scheme),AUS0000109,1500,-365564,1475206,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,17860444444444400,3575444444444440,44669138888888900,50808444444444400,44397777777777800
1,Australia,Derby,AUS0000366,1253,-173141,1236441,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,38385555555555600,3807388888888890,3576083333333330,37454166666666700,34239444444444400
1,Australia,Devils Gate,AUS0000136,600,-413505,1462632,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,24781472222222200,3194211111111110,2616947222222220,22621138888888900,2872163888888890
1,Australia,Dry Creek,AUS0000233,1560,-348475,1385818,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,6722222222222220,29233333333333300,4886388888888890,6196944444444440,9695
1,Australia,Eastern Creek,AUS0000045,54,-338142,1508537,3,Waste,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,20566111111111100,18075,16235833333333300,12092777777777800,12046111111111100
1,Australia,Eastern Creek 2,AUS0000044,8984,-338125,1508617,3,Waste,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,6148694444444440,6480694444444440,6361638888888890,6298361111111110,6097527777777780
1,Australia,Eildon,AUS0000084,1200,-372220,1459215,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2669038888888890,18437027777777800,19731694444444400,15318444444444400,10296083333333300
1,Australia,Eildon Small Hydro,AUS0000335,50,-372431,1458974,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,18529722222222200,1207,14727777777777800,12632222222222200,8516944444444440
1,Australia,Emu Downs Wind Farm,AUS0000043,792,-304882,1153768,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,22646444444444400,24158305555555600,25384777777777800,2264738888888890,2588236111111110
1,Australia,Eraring,AUS0000306,28800,-330621,1515206,5,Coal,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,11393210555555600,9300379166666670,14316478888888900,14631565,14993468888888900
1,Australia,Esperance,AUS0000186,330,-338762,1218998,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,7672583333333330,76345,7550944444444440,7681388888888890,7705583333333330
1,Australia,Exmouth,AUS0000372,80,-219465,1141250,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,25103055555555600,24860277777777800,2273611111111110,2381138888888890,2379111111111110
1,Australia,Fisher,AUS0000135,432,-416732,1462687,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,20570222222222200,24183138888888900,12796666666666700,16517444444444400,23756944444444400
1,Australia,Fitzroy Crossing,AUS0000367,406,-181956,1255597,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,15048333333333300,14546944444444400,14462777777777800,14801944444444400,1417361111111110
1,Australia,German Creek,AUS0000157,452,-229281,1485515,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,248355,30560777777777800,30596305555555600,3230588888888890,31978555555555600
1,Australia,Gladstone,AUS0000158,16800,-238508,1512187,5,Coal,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,6251809444444440,6837605277777780,6482464166666670,6900339444444440,666261
1,Australia,Glenbawn,AUS0000275,58,-321097,1509982,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,21597222222222200,6454722222222220,11737222222222200,9075833333333330,41433333333333300
1,Australia,Glennies Creek,AUS0000276,130,-324598,1511286,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,8130916666666670,8312416666666670,9071888888888890,9378305555555560,7862416666666670
1,Australia,Glenorchy,AUS0000418,16,-428415,1472550,3,Waste,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,1172888888888890,11214722222222200,11976944444444400,11052222222222200,9491944444444440
1,Australia,Gordon,AUS0000143,4320,-427405,1459828,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,18274372222222200,27393077777777800,10617811111111100,1389868888888890,4033986111111110
1,Australia,Gunning,AUS0000040,470,-346977,1493861,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,16539,1729386111111110,15769972222222200,16534277777777800,15624583333333300
1,Australia,Hallet 5 - The Bluff,AUS0000454,525,-333855,1387928,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,15024055555555600,16777277777777800,13584694444444400,15001222222222200,12229805555555600
1,Australia,Hallett,AUS0000250,2283,-333487,1387517,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,5881916666666670,3394694444444440,222875,3332944444444440,4625333333333330
1,Australia,Hallett 1 Brown Hill  Wind Farm,AUS0000453,945,-333950,1387299,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,3316766666666670,35890694444444400,31574111111111100,32241805555555600,28559777777777800
1,Australia,Hallett 2 Hallet Hill  Wind Farm,AUS0000455,714,-335717,1388580,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2562275,2686691666666670,23847666666666700,24915916666666700,22457722222222200
1,Australia,Halls Creek,AUS0000368,369,-182328,1276619,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,12089166666666700,11525277777777800,11454722222222200,119675,11465277777777800
1,Australia,Hazelwood,AUS0000087,16000,-382731,1463923,5,Coal,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,11483098055555600,1108742888888890,109694225,10325778333333300,77002075
1,Australia,Hobart,AUS0000419,10,-428883,1472888,3,Waste,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,6362777777777780,5271944444444440,7603888888888890,39119444444444400,24716666666666700
1,Australia,Hume,AUS0000076,700,-361066,1470326,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,23894944444444400,3497222222222220,20973638888888900,18165722222222200,25567694444444400
1,Australia,Hunter Valley,AUS0000278,500,-323893,1509664,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,3647222222222220,18777777777777800,3163888888888890,11327777777777800,6419444444444440
1,Australia,Jacks Gully,AUS0000039,23,-340734,1507427,3,Waste,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,16415277777777800,15978055555555600,15657222222222200,14524444444444400,13168888888888900
1,Australia,John Butters,AUS0000134,1440,-421548,1455345,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,5873741666666670,6364144444444440,49069944444444400,3734716666666670,7376419444444440
1,Australia,Kalamunda,AUS0000329,13,-319768,1159988,6,Oil,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,33333333333333300,5,5555555555555560,16666666666666700,21944444444444400
1,Australia,Kalbarri Wind Farm,AUS0000405,17,-278995,1141946,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,4647777777777780,3732222222222220,4205555555555560,38405555555555600,4008055555555560
1,Australia,Kalgoorlie (Parkeston),AUS0000188,1100,-307378,1215065,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2652,2144413888888890,16166055555555600,2167913888888890,25581861111111100
1,Australia,Kalgoorlie Nickel Smelter,AUS0000209,420,-308737,1214842,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,3965,15686111111111100,18719444444444400,17669444444444400,34305555555555600
1,Australia,Kambalda,AUS0000210,420,-311919,1216741,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,2769975,2179963888888890,1810197222222220,23245277777777800,25955611111111100
1,Australia,Kareeya,AUS0000161,880,-177670,1455779,4,Hydro,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,4715858333333330,5979138888888890,4483927777777780,2950736111111110,48780333333333300
1,Australia,Karratha,AUS0000189,860,-207626,1168375,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,4935102777777780,4465397222222220,474165,4520519444444440,34547055555555600
1,Australia,Katherine,AUS0000259,347,-144587,1322445,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,33314166666666700,18738055555555600,15546111111111100,11247222222222200,24293333333333300
1,Australia,Kogan Creek,AUS0000162,7440,-269177,1507493,5,Coal,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,5696316111111110,5292296111111110,573149,4478062777777780,5924063888888890
1,Australia,Kwinana Cogeneration,AUS0000193,1230,-322225,1157661,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,811845,8842316666666670,8922663888888890,8780797222222220,854565
1,Australia,Kwinana NewGen,AUS0000196,3200,-322020,1157728,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,17910088888888900,19970055555555600,21528866666666700,19320355555555600,21596969444444400
1,Australia,Ladbroke Grove,AUS0000244,800,-374567,1407827,2,Gas,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,9168388888888890,23132194444444400,1844061111111110,20439083333333300,21114666666666700
1,Australia,Lake Bonney Stage 2 Wind Farm,AUS0000062,1590,-378149,1404195,1,Wind,Australian Renewable Energy Mapping Infrastructure,http://services.ga.gov.au/site_3/rest/services/Electricity_Infrastructure/MapServer,Australian Renewable Energy Mapping Infrastructure,6735808333333330,7281808333333330,6883136111111110,6650408333333330,6667163888888890
